# Source: Arcturus5404/miniature-paints (MIT, 2022 Rick Fleuren)
# https://github.com/Arcturus5404/miniature-paints
# Normalized via scripts/build_paint_db.py.
# Hex values are community-derived from vendor swatches; spot-check
# before trusting individual rows. Edit this file directly to correct.
# category=solid is the only category included in the optimizer.
name,brand,line,sku,hex,category,notes
Light Turquoise,vallejo,vallejo_model_color,70.840,#006989,solid,
Light Violet,vallejo,vallejo_model_color,70.750,#A893BC,solid,
Light Yellow,vallejo,vallejo_model_color,70.949,#F8D347,solid,
Lime Green,vallejo,vallejo_model_color,70.827,#7F9435,solid,
London Grey,vallejo,vallejo_model_color,70.836,#696363,solid,
Luftwaffe Green,vallejo,vallejo_model_color,70.823,#393F25,solid,
Luftwaffe Uniform WWII,vallejo,vallejo_model_color,70.816,#44404E,solid,
Magenta,vallejo,vallejo_model_color,70.945,#903153,solid,
Magenta Fluorescent,vallejo,vallejo_model_color,70.735,#E6418D,exclude,
Mahogany Brown,vallejo,vallejo_model_color,70.846,#79504A,solid,
Mahogany Ink,vallejo,vallejo_model_color,70.828,#674641,solid,
Medium Blue,vallejo,vallejo_model_color,70.963,#16416C,exclude,
Medium Brown,vallejo,vallejo_model_color,70.826,#5B483A,exclude,
Medium Fleshtone,vallejo,vallejo_model_color,70.860,#B07940,exclude,
Medium Grey,vallejo,vallejo_model_color,70.987,#867259,exclude,
Medium Grey Blue,vallejo,vallejo_model_color,70.772,#779D92,exclude,
Medium Olive,vallejo,vallejo_model_color,70.850,#414E32,exclude,
Medium Sea Grey,vallejo,vallejo_model_color,70.870,#7D7B7C,exclude,
Middle Stone,vallejo,vallejo_model_color,70.882,#937F42,solid,
Military Green,vallejo,vallejo_model_color,70.975,#434434,solid,
Military Yellow,vallejo,vallejo_model_color,70.764,#937626,solid,
Mustard Brown,vallejo,vallejo_model_color,70.769,#9D714A,solid,
Natural Steel,vallejo,vallejo_model_color,70.864,#535258,metallic,
Natural Wood Grain,vallejo,vallejo_model_color,70.834,#EAA432,solid,
Neutral Grey,vallejo,vallejo_model_color,70.992,#61615F,solid,
New Wood,vallejo,vallejo_model_color,70.770,#8A633C,solid,
Ochre Brown,vallejo,vallejo_model_color,70.856,#AA793E,solid,
Off-White,vallejo,vallejo_model_color,70.820,#F5ECE7,solid,
Oily Steel,vallejo,vallejo_model_color,70.865,#484246,metallic,
Old Gold,vallejo,vallejo_model_color,70.878,#55371D,metallic,
Old Rose,vallejo,vallejo_model_color,70.944,#BC6D70,solid,
Olive Brown,vallejo,vallejo_model_color,70.889,#3F3126,solid,
Olive Green,vallejo,vallejo_model_color,70.967,#526138,solid,
Olive Grey,vallejo,vallejo_model_color,70.888,#40422D,solid,
Orange Brown,vallejo,vallejo_model_color,70.981,#AD623A,solid,
Orange Fluorescent,vallejo,vallejo_model_color,70.733,#E86016,exclude,
Orange Ochre,vallejo,vallejo_model_color,70.824,#AC8035,solid,
Orange Red,vallejo,vallejo_model_color,70.910,#DC4319,solid,
Oxford Blue,vallejo,vallejo_model_color,70.807,#3E3A53,solid,
Pale Blue,vallejo,vallejo_model_color,70.906,#90A3A9,solid,
Pale Brown,vallejo,vallejo_model_color,70.825,#9F8375,solid,
Pale Grey Blue,vallejo,vallejo_model_color,70.907,#A7B6B3,solid,
Pale Sand,vallejo,vallejo_model_color,70.837,#E3C28F,solid,
Park Green Flat,vallejo,vallejo_model_color,70.969,#21624A,solid,
Pastel Blue,vallejo,vallejo_model_color,70.901,#607A93,solid,
Pastel Green,vallejo,vallejo_model_color,70.885,#939870,solid,
Pink,vallejo,vallejo_model_color,70.958,#B04F7C,solid,
Prussian Blue,vallejo,vallejo_model_color,70.965,#3C405D,solid,
Purple,vallejo,vallejo_model_color,70.959,#533152,solid,
Red,vallejo,vallejo_model_color,70.926,#792825,solid,
Red Leather,vallejo,vallejo_model_color,70.818,#95543E,solid,
Refractive Green,vallejo,vallejo_model_color,70.890,#474A35,solid,
Royal Blue,vallejo,vallejo_model_color,70.809,#1A427D,solid,
Royal Purple,vallejo,vallejo_model_color,70.810,#4D2740,solid,
Russian Uniform WWII,vallejo,vallejo_model_color,70.924,#585336,solid,
Saddle Brown,vallejo,vallejo_model_color,70.940,#8C645C,solid,
Salmon Rose,vallejo,vallejo_model_color,70.835,#E28F7F,solid,
Sand Yellow,vallejo,vallejo_model_color,70.916,#EABF56,solid,
Scarlet,vallejo,vallejo_model_color,70.817,#C23D2E,solid,
Silver,vallejo,vallejo_model_color,70.997,#939290,metallic,
Silver Grey,vallejo,vallejo_model_color,70.883,#D8CDC9,metallic,
Sky Blue,vallejo,vallejo_model_color,70.961,#74B8CF,solid,
Sky Grey,vallejo,vallejo_model_color,70.989,#AAABAD,solid,
Smoke Ink,vallejo,vallejo_model_color,70.939,#5C4847,solid,
Splinter Green,vallejo,vallejo_model_color,70.756,#456341,solid,
Stone Grey,vallejo,vallejo_model_color,70.884,#8C7C63,solid,
Sunny Skin Tone,vallejo,vallejo_model_color,70.845,#ED9646,solid,
Sunset Red,vallejo,vallejo_model_color,70.802,#C02B49,solid,
Tan Earth,vallejo,vallejo_model_color,70.874,#997457,solid,
Tan Glaze,vallejo,vallejo_model_color,70.831,#D59335,solid,
Tan Yellow,vallejo,vallejo_model_color,70.912,#C19B6E,solid,
Transparent Blue,vallejo,vallejo_model_color,70.938,#323D5D,exclude,
Transparent Green,vallejo,vallejo_model_color,70.936,#007943,exclude,
Transparent Orange,vallejo,vallejo_model_color,70.935,#EA651A,exclude,
Transparent Red,vallejo,vallejo_model_color,70.934,#B62336,exclude,
Transparent Yellow,vallejo,vallejo_model_color,70.937,#F7A501,exclude,
Turquoise,vallejo,vallejo_model_color,70.966,#0C425A,solid,
US Dark Green,vallejo,vallejo_model_color,70.893,#494B36,solid,
US Field Drab,vallejo,vallejo_model_color,70.873,#826545,solid,
US Olive Drab,vallejo,vallejo_model_color,70.887,#59513C,solid,
Ultramarine,vallejo,vallejo_model_color,70.839,#2D559D,solid,
Uniform Green,vallejo,vallejo_model_color,70.922,#4B5230,solid,
Verdigris Glaze,vallejo,vallejo_model_color,70.832,#99D0CA,solid,
Vermilion,vallejo,vallejo_model_color,70.909,#C42A28,solid,
Violet,vallejo,vallejo_model_color,70.960,#3C2C49,solid,
Violet Grey,vallejo,vallejo_model_color,70.773,#5A5957,solid,
Violet Red,vallejo,vallejo_model_color,70.812,#64353F,solid,
White,vallejo,vallejo_model_color,70.951,#FFFFFF,solid,
White Glaze,vallejo,vallejo_model_color,70.853,#F4F4F6,solid,
White Grey,vallejo,vallejo_model_color,70.993,#E3E2E0,solid,
Yellow Fluorescent,vallejo,vallejo_model_color,70.730,#EFE641,exclude,
Yellow Green,vallejo,vallejo_model_color,70.954,#DEDE26,solid,
Yellow Ochre,vallejo,vallejo_model_color,70.913,#DEAA47,solid,
Yellow Olive,vallejo,vallejo_model_color,70.892,#383B32,solid,
Amethyst,vallejo,vallejo_nocturna,74.027,#702A81,solid,
Base Flesh,vallejo,vallejo_nocturna,74.004,#846759,solid,
Chalice Red,vallejo,vallejo_nocturna,74.017,#45384C,solid,
Cold Flesh,vallejo,vallejo_nocturna,74.014,#838591,solid,
Crimson,vallejo,vallejo_nocturna,74.018,#65263E,solid,
Deep Forest Skin,vallejo,vallejo_nocturna,74.009,#3E4A4A,solid,
Devil Red,vallejo,vallejo_nocturna,74.019,#921251,solid,
Fairy Flesh,vallejo,vallejo_nocturna,74.007,#F5AC89,solid,
Fire Flame,vallejo,vallejo_nocturna,74.024,#C41F3D,solid,
Forest Skin,vallejo,vallejo_nocturna,74.013,#867562,solid,
Frozen Flesh,vallejo,vallejo_nocturna,74.010,#57555B,solid,
Highlight Skin,vallejo,vallejo_nocturna,74.008,#F0D4BE,solid,
Imperial Purple,vallejo,vallejo_nocturna,74.025,#4E2D79,solid,
Inferno Red,vallejo,vallejo_nocturna,74.022,#DD323A,solid,
Lipstick,vallejo,vallejo_nocturna,74.029,#82125A,solid,
Magenta Blood,vallejo,vallejo_nocturna,74.021,#AA2038,solid,
Malefic Flesh,vallejo,vallejo_nocturna,74.012,#696061,solid,
Medium Flesh,vallejo,vallejo_nocturna,74.005,#E98877,exclude,
Natural Flesh,vallejo,vallejo_nocturna,74.006,#C0947B,solid,
Nocturna Shadow,vallejo,vallejo_nocturna,74.001,#434646,solid,
Orchid Light,vallejo,vallejo_nocturna,74.032,#9E9CCD,solid,
Purple Hex,vallejo,vallejo_nocturna,74.026,#6A297F,solid,
Purple Shadow,vallejo,vallejo_nocturna,74.011,#584852,solid,
Reddish Flesh,vallejo,vallejo_nocturna,74.003,#9E6569,solid,
Sanctuary Red,vallejo,vallejo_nocturna,74.020,#981937,solid,
Violet Vamp,vallejo,vallejo_nocturna,74.030,#5E4D7A,solid,
White Flesh,vallejo,vallejo_nocturna,74.016,#F5D7CC,solid,
Witch Purple,vallejo,vallejo_nocturna,74.028,#801D6D,solid,
Worn Red,vallejo,vallejo_nocturna,74.023,#C71E49,solid,
Afrikakorps Tank Crew,vallejo,vallejo_panzer_aces,70.336,#6E705B,solid,
Afrikakorps Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.340,#A99D75,solid,
British Tank Crew,vallejo,vallejo_panzer_aces,70.317,#756D56,solid,
British Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.321,#EAC284,solid,
Dark Mud,vallejo,vallejo_panzer_aces,70.316,#685F4E,solid,
Dark Rubber,vallejo,vallejo_panzer_aces,70.306,#505153,solid,
Flesh Base,vallejo,vallejo_panzer_aces,70.341,#A4531E,solid,
Flesh Highlights,vallejo,vallejo_panzer_aces,70.342,#FCD2A8,solid,
Flesh Shadows,vallejo,vallejo_panzer_aces,70.343,#551305,solid,
French Tank Crew,vallejo,vallejo_panzer_aces,70.320,#756D56,solid,
French Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.324,#897C73,solid,
German Green Tail Light,vallejo,vallejo_panzer_aces,70.308,#3D5347,solid,
German Red Tail Light,vallejo,vallejo_panzer_aces,70.307,#503428,solid,
German Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.337,#3C2618,solid,
German Tank Crew Highlights I,vallejo,vallejo_panzer_aces,70.338,#5B7572,solid,
German Tank Crew Highlights II,vallejo,vallejo_panzer_aces,70.339,#94795E,solid,
German Tank Crew I,vallejo,vallejo_panzer_aces,70.334,#013E2C,solid,
German Tank Crew II,vallejo,vallejo_panzer_aces,70.335,#473C26,solid,
German White Tank Crew,vallejo,vallejo_panzer_aces,70.344,#E0DFDB,solid,
Italian Tank Crew,vallejo,vallejo_panzer_aces,70.327,#4B461C,solid,
Italian Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.331,#9EB193,solid,
Japanese Tank Crew,vallejo,vallejo_panzer_aces,70.328,#5C5632,solid,
Japanese Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.332,#AAA391,solid,
Leather Belt,vallejo,vallejo_panzer_aces,70.312,#665249,solid,
Light Rubber,vallejo,vallejo_panzer_aces,70.305,#838381,solid,
Light Rust,vallejo,vallejo_panzer_aces,70.301,#87431E,solid,
Old Wood,vallejo,vallejo_panzer_aces,70.310,#AD9C70,solid,
Periscopes,vallejo,vallejo_panzer_aces,70.309,#3B4D5B,solid,
Russian Tank Crew Highlights I,vallejo,vallejo_panzer_aces,70.329,#9BABAA,solid,
Russian Tank Crew Highlights II,vallejo,vallejo_panzer_aces,70.330,#717538,solid,
Russian Tank Crew I,vallejo,vallejo_panzer_aces,70.325,#4C5D67,solid,
Russian Tank Crew II,vallejo,vallejo_panzer_aces,70.326,#6A624F,solid,
Splinter Blotches I,vallejo,vallejo_panzer_aces,70.346,#01633C,solid,
Splinter Blotches II,vallejo,vallejo_panzer_aces,70.347,#3C2B24,solid,
Splinter Camouflage Base,vallejo,vallejo_panzer_aces,70.345,#9D9E98,solid,
Splinter Strips,vallejo,vallejo_panzer_aces,70.348,#4F684B,solid,
Stencil,vallejo,vallejo_panzer_aces,70.313,#E0E0D8,solid,
Track Primer,vallejo,vallejo_panzer_aces,70.304,#5B5652,exclude,
US Army Tank Crew,vallejo,vallejo_panzer_aces,70.318,#79684E,solid,
US Army Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.322,#A99A85,solid,
USMC Tank Crew,vallejo,vallejo_panzer_aces,70.319,#1D573E,solid,
USMC Tank Crew Highlights,vallejo,vallejo_panzer_aces,70.323,#A4B2A5,solid,
Yellowish Rust,vallejo,vallejo_panzer_aces,70.303,#BE8B5E,solid,
Basic Blue,vallejo,vallejo_premium_air,62.010,#0198CD,solid,
Basic Green,vallejo,vallejo_premium_air,62.013,#006E47,solid,
Basic Yellow,vallejo,vallejo_premium_air,62.003,#FEC303,solid,
Bright Red,vallejo,vallejo_premium_air,62.005,#9D2723,solid,
Candy Black,vallejo,vallejo_premium_air,62.079,#4C413F,solid,
Candy Brown,vallejo,vallejo_premium_air,62.078,#CEB6AC,solid,
Candy Dark Yellow,vallejo,vallejo_premium_air,62.072,#F8B075,solid,
Candy Magenta,vallejo,vallejo_premium_air,62.075,#E17EAA,solid,
Candy Orange,vallejo,vallejo_premium_air,62.073,#F5A975,solid,
Candy Racing Blue,vallejo,vallejo_premium_air,62.076,#7AA6D7,solid,
Candy Racing Green,vallejo,vallejo_premium_air,62.077,#A2D5D0,solid,
Candy Red,vallejo,vallejo_premium_air,62.074,#E58877,solid,
Candy Yellow,vallejo,vallejo_premium_air,62.071,#FCE37E,solid,
Carmine,vallejo,vallejo_premium_air,62.006,#AC2E32,solid,
Cleaner,vallejo,vallejo_premium_air,62.067,#FFFFFF,solid,
Clear Base,vallejo,vallejo_premium_air,62.068,#FFFFFF,exclude,
Cobalt Blue,vallejo,vallejo_premium_air,62.009,#34578F,solid,
Dark Ochre,vallejo,vallejo_premium_air,62.016,#9C613F,solid,
Fluorescent Golden Yellow,vallejo,vallejo_premium_air,62.032,#FBBB35,metallic,
Fluorescent Rose,vallejo,vallejo_premium_air,62.035,#E73E8F,exclude,
Fluorescent Scarlet,vallejo,vallejo_premium_air,62.034,#EC4F60,exclude,
Gloss Varnish,vallejo,vallejo_premium_air,62.064,#FFFFFF,exclude,
Matt Varnish,vallejo,vallejo_premium_air,62.062,#FFFFFF,exclude,
Metallic Black,vallejo,vallejo_premium_air,62.053,#BEBABB,metallic,
Metallic Blue,vallejo,vallejo_premium_air,62.046,#D0D7E9,metallic,
Metallic Green,vallejo,vallejo_premium_air,62.047,#DBEBE1,metallic,
Metallic Medium,vallejo,vallejo_premium_air,62.041,#FAF7F0,exclude,
Metallic Orange,vallejo,vallejo_premium_air,62.043,#F6DEDA,metallic,
Metallic Red,vallejo,vallejo_premium_air,62.044,#F0D3D5,metallic,
Metallic Violet,vallejo,vallejo_premium_air,62.045,#DBD7EE,metallic,
Metallic Yellow,vallejo,vallejo_premium_air,62.042,#FBEDD3,metallic,
Orange Pink,vallejo,vallejo_premium_air,62.002,#FBCB9D,solid,
Phosphorescent,vallejo,vallejo_premium_air,62.040,#E9EAE2,exclude,
Raw Sienna,vallejo,vallejo_premium_air,62.017,#824B44,solid,
Reducer,vallejo,vallejo_premium_air,62.066,#FFFFFF,solid,
Retarder,vallejo,vallejo_premium_air,62.065,#FFFFFF,exclude,
Satin Varnish,vallejo,vallejo_premium_air,62.063,#FFFFFF,exclude,
Steel,vallejo,vallejo_premium_air,62.051,#DFDFDF,metallic,
White Primer,vallejo,vallejo_premium_air,62.061,#FFFFFF,exclude,
Desert Tan,vallejo,vallejo_primer,70.613,#D1BE9E,exclude,
Earth Green (Early),vallejo,vallejo_primer,70.611,#615837,exclude,
German Dark Yellow,vallejo,vallejo_primer,70.604,#897461,exclude,
German Green Brown,vallejo,vallejo_primer,70.606,#7C6448,exclude,
German Panzer Grey,vallejo,vallejo_primer,70.603,#404042,exclude,
Gloss Black,vallejo,vallejo_primer,77.660,#060606,exclude,
IDF Israeli Sand Grey (61-73),vallejo,vallejo_primer,70.614,#796E68,exclude,
Parched Grass (Late),vallejo,vallejo_primer,70.610,#716859,exclude,
Plate Mail Metal,vallejo,vallejo_primer,70.628,#98999E,exclude,
Pure Red,vallejo,vallejo_primer,70.624,#C3322D,exclude,
Skeleton Bone,vallejo,vallejo_primer,70.627,#BAA789,exclude,
USA Olive Drab,vallejo,vallejo_primer,70.608,#645D53,exclude,
USN Light Ghost Grey,vallejo,vallejo_primer,70.615,#92999F,exclude,
Dark Brown,vallejo,vallejo_wash_fx,76.514,#6D504A,wash,
Dark Khaki Green,vallejo,vallejo_wash_fx,76.520,#8C724F,wash,
Desert Dust,vallejo,vallejo_wash_fx,76.522,#E3CDA4,wash,
European Dust,vallejo,vallejo_wash_fx,76.523,#8C6B4A,wash,
Off-Grey,vallejo,vallejo_wash_fx,76.516,#656563,wash,
Oiled Earth,vallejo,vallejo_wash_fx,76.521,#665C53,wash,
Black Splash Mud,vallejo,vallejo_weathering,73.806,#27262B,exclude,
Black Thick Mud,vallejo,vallejo_weathering,73.812,#262626,exclude,
Brown Engine Soot,vallejo,vallejo_weathering,73.818,#584E45,exclude,
Brown Splash Mud,vallejo,vallejo_weathering,73.805,#342A29,exclude,
Brown Thick Mud,vallejo,vallejo_weathering,73.811,#46413E,exclude,
Crushed Grass,vallejo,vallejo_weathering,73.825,#8E906B,exclude,
Diesel Stains,vallejo,vallejo_weathering,73.816,#A44C34,exclude,
Engine Grime,vallejo,vallejo_weathering,73.815,#605A5A,exclude,
European Splash Mud,vallejo,vallejo_weathering,73.801,#563F37,exclude,
European Thick Mud,vallejo,vallejo_weathering,73.807,#423930,exclude,
Fuel Stains,vallejo,vallejo_weathering,73.814,#8D5D39,exclude,
Industrial Splash Mud,vallejo,vallejo_weathering,73.803,#73746E,exclude,
Industrial Thick Mud,vallejo,vallejo_weathering,73.809,#53564D,exclude,
Light Brown Mud,vallejo,vallejo_weathering,73.810,#818376,exclude,
Light Brown Splash Mud,vallejo,vallejo_weathering,73.804,#C7BBAF,exclude,
Moss and Lichen,vallejo,vallejo_weathering,73.827,#BD9C3B,exclude,
Mud and Grass,vallejo,vallejo_weathering,73.826,#4C4C44,exclude,
Oil Stains,vallejo,vallejo_weathering,73.813,#6E502E,exclude,
Petrol Spills,vallejo,vallejo_weathering,73.817,#211F22,exclude,
Rain Marks,vallejo,vallejo_weathering,73.819,#6D635A,exclude,
Russian Splash Mud,vallejo,vallejo_weathering,73.802,#3D3334,exclude,
Russian Thick Mud,vallejo,vallejo_weathering,73.808,#343434,exclude,
Rust Texture,vallejo,vallejo_weathering,73.821,#463C3A,exclude,
Slimy Grime Dark,vallejo,vallejo_weathering,73.822,#484B3A,exclude,
Snow,vallejo,vallejo_weathering,73.820,#FFFFFF,exclude,
Wet Effects,vallejo,vallejo_weathering,73.828,#BDBAA7,exclude,
Armor Green,vallejo,vallejo_xpress,72.466,#1E462B,contrast,
Bag of Bones,vallejo,vallejo_xpress,72.450,#C1A16E,contrast,
Battledress Brown,vallejo,vallejo_xpress,72.473,#5D4C32,contrast,
Black Lotus,vallejo,vallejo_xpress,72.423,#302627,contrast,
Cardinal Purple,vallejo,vallejo_xpress,72.408,#C81928,contrast,
Caribbean Turquoise,vallejo,vallejo_xpress,72.414,#005961,contrast,
Chameleon Orange,vallejo,vallejo_xpress,72.455,#CE652E,contrast,
Commando Green,vallejo,vallejo_xpress,72.468,#3E4F3C,contrast,
Copper Brown,vallejo,vallejo_xpress,72.421,#532C25,contrast,
Deep Purple,vallejo,vallejo_xpress,72.409,#6F2B42,contrast,
Demonic Skin,vallejo,vallejo_xpress,72.458,#965C58,contrast,
Desert Ochre,vallejo,vallejo_xpress,72.454,#9D6729,contrast,
Dreadnought Yellow,vallejo,vallejo_xpress,72.477,#D38821,contrast,
Fairy Skin,vallejo,vallejo_xpress,72.457,#CA8774,contrast,
Fluid Pink,vallejo,vallejo_xpress,72.459,#C06793,contrast,
Gloomy Violet,vallejo,vallejo_xpress,72.410,#402F59,contrast,
Greasy Black,vallejo,vallejo_xpress,72.476,#413736,contrast,
Heretic Turquoise,vallejo,vallejo_xpress,72.481,#13514B,contrast,
Hospitallier Black,vallejo,vallejo_xpress,72.484,#252527,contrast,
Iceberg Grey,vallejo,vallejo_xpress,72.463,#42576C,contrast,
Imperial Yellow,vallejo,vallejo_xpress,72.403,#F59F2E,contrast,
Khaki Drill,vallejo,vallejo_xpress,72.451,#C7945B,contrast,
Landser Grey,vallejo,vallejo_xpress,72.469,#524F48,contrast,
Legacy Blue,vallejo,vallejo_xpress,72.480,#272961,contrast,
Lizard Green,vallejo,vallejo_xpress,72.418,#223A2C,contrast,
Martian Orange,vallejo,vallejo_xpress,72.405,#CD4619,contrast,
Medium Xpress,vallejo,vallejo_xpress,72.448,#FFFBF8,exclude,
Monastic Green,vallejo,vallejo_xpress,72.482,#004B37,contrast,
Muddy Ground,vallejo,vallejo_xpress,72.475,#452E28,contrast,
Mummy White,vallejo,vallejo_xpress,72.449,#CFB496,contrast,
Mystic Blue,vallejo,vallejo_xpress,72.411,#004A87,contrast,
Nuclear Yellow,vallejo,vallejo_xpress,72.404,#DD9213,exclude,
Omega Blue,vallejo,vallejo_xpress,72.413,#3A365B,contrast,
Orc Skin,vallejo,vallejo_xpress,72.415,#5E752D,contrast,
Phoenix Orange,vallejo,vallejo_xpress,72.478,#B1401E,contrast,
Plague Green,vallejo,vallejo_xpress,72.419,#4C4D2E,contrast,
Plasma Red,vallejo,vallejo_xpress,72.406,#A52822,contrast,
Rotten Flesh,vallejo,vallejo_xpress,72.452,#89763B,contrast,
Seraph Red,vallejo,vallejo_xpress,72.479,#6B1411,contrast,
Snake Green,vallejo,vallejo_xpress,72.417,#015A46,contrast,
Space Grey,vallejo,vallejo_xpress,72.422,#2D5A5D,contrast,
Starship Steel,vallejo,vallejo_xpress,72.462,#517375,contrast,
Storm Blue,vallejo,vallejo_xpress,72.412,#303A7F,contrast,
Tanned Skin,vallejo,vallejo_xpress,72.471,#81452D,contrast,
Templar White,vallejo,vallejo_xpress,72.401,#CCCECD,contrast,
Troll Green,vallejo,vallejo_xpress,72.416,#015E32,contrast,
Twilight Rose,vallejo,vallejo_xpress,72.460,#774755,contrast,
Vampiric Purple,vallejo,vallejo_xpress,72.461,#492857,contrast,
Velvet Red,vallejo,vallejo_xpress,72.407,#81282E,contrast,
Viking Grey,vallejo,vallejo_xpress,72.483,#45515D,contrast,
Wagram Blue,vallejo,vallejo_xpress,72.464,#014461,contrast,
Wasteland Brown,vallejo,vallejo_xpress,72.420,#684527,contrast,
Wicked Purple,vallejo,vallejo_xpress,72.456,#756566,contrast,
Willow Bark,vallejo,vallejo_xpress,72.474,#392B27,contrast,
Zombie Flesh,vallejo,vallejo_xpress,72.470,#856B5A,contrast,
